kurtosis_net_acceleration,max_net_acceleration,mean_net_acceleration,min_net_acceleration,skewness_net_acceleration,variance_net_acceleration,kurtosis_x_accel_g,max_x_accel_g,mean_x_accel_g,min_x_accel_g,skewness_x_accel_g,variance_x_accel_g,kurtosis_x_rota,max_x_rota,mean_x_rota,min_x_rota,skewness_x_rota,variance_x_rota,kurtosis_y_accel_g,max_y_accel_g,mean_y_accel_g,min_y_accel_g,skewness_y_accel_g,variance_y_accel_g,kurtosis_y_rota,max_y_rota,mean_y_rota,min_y_rota,skewness_y_rota,variance_y_rota,kurtosis_z_accel_g,max_z_accel_g,mean_z_accel_g,min_z_accel_g,skewness_z_accel_g,variance_z_accel_g,kurtosis_z_rota,max_z_rota,mean_z_rota,min_z_rota,skewness_z_rota,variance_z_rota,activity_type,subject_id,fall_bool,elderly_bool,Age,Height,Weight,male_bool
0.7511453857626607,1.9880661763780212,1.035022356633687,0.5732525852176684,1.0605456598368403,0.044427673380000574,0.6387102041348935,0.548828125,0.03478110917264613,-0.431640625,0.40567121996025945,0.018052038260949664,1.6928937006430407,71.47216796875,-2.675698360113318,-63.29345703125,0.6116418438987288,273.77142239561965,0.704132555702889,-0.45654296875,-1.0059913151907596,-1.9296875,-1.0095481380925948,0.046990176724655414,-0.6482460311082292,70.6787109375,-1.3055950649094954,-90.27099609375,-0.041383794378182334,686.1462268090493,0.764933546796084,0.5166015625,-0.04525348337729387,-0.79443359375,-0.5086439846613812,0.035383407611116816,-0.24599403132214137,74.951171875,-0.2849538228864568,-83.31298828125,-0.21025939513792452,667.0023286426289,D01,SA01,False,False,26,165,53.0,False
1.3303922318763055,2.7263058429579985,1.0696117522333184,0.42700188333064754,1.0982729300243377,0.14606595435641404,-0.33114742381347284,0.86572265625,0.037700244140625,-0.892578125,0.006871650495239544,0.061468324851996894,0.06305040324543798,61.34033203125,-2.969866943359375,-84.8388671875,-0.396648337104203,485.0014691078515,0.6125699350739753,-0.3330078125,-1.00897333984375,-2.3466796875,-0.8769946237422267,0.12990838888478198,-0.557216506880791,99.30419921875,-2.0460235595703127,-149.96337890625,0.08908220170050976,1582.844598570381,1.61904164464306,0.59765625,-0.078209228515625,-1.5732421875,-0.8411402151640973,0.07319927428822451,0.24317200324078314,103.8818359375,-0.5106231689453125,-135.55908203125,-0.47608314703902116,1693.849891520287,D02,SA01,False,False,26,165,53.0,False
-1.2706135413312953,3.631156002279105,1.2112882047380034,0.020916455068949118,0.22724494913549606,0.6122091358787808,0.9366941807896381,2.03271484375,0.043190966796875,-1.95166015625,0.1920024443733127,0.17927973446115458,0.2862518300195642,136.77978515625,-1.8236785888671876,-143.49365234375,0.6204630061223405,1624.9408361762542,-1.409357260442878,0.53466796875,-1.0037982666015626,-3.1220703125,-0.13441225810610505,0.6591658095436713,-1.033364189136451,167.48046875,-2.2948760986328125,-153.99169921875,-0.15796567271200512,3822.8513307550816,2.2979438227342834,1.4345703125,-0.195725732421875,-2.31689453125,-1.0974436085312684,0.19321869758942575,-1.1398514521556626,160.82763671875,-1.1139617919921876,-156.06689453125,-0.029034097376978697,3495.929471942687,D03,SA01,False,False,26,165,53.0,False
-0.37296619016168897,4.791442926684156,1.4083621329075502,0.028642596437622,0.7785441483842094,0.8850795696509843,1.0386357616430955,2.69482421875,0.02286484375,-3.3994140625,-0.43344853134855377,0.5014662143057791,-0.6634125300662563,281.8603515625,-0.7022918701171875,-302.30712890625,0.12035544706810447,4351.222721049345,-0.9708674140464058,0.81103515625,-1.006813671875,-4.23876953125,-0.4536461732388192,1.107069656575938,-0.5221242317055648,211.48681640625,-4.3360595703125,-204.52880859375,-0.10337511602908517,5355.38868027226,1.9611002270852405,1.43505859375,-0.2500912109375,-2.86962890625,-0.8652190809680873,0.18333075078745545,-0.9965246900779419,189.63623046875,-2.0868682861328125,-214.2333984375,-0.003143056768812342,5991.702127225974,D04,SA01,False,False,26,165,53.0,False
2.9888754203265195,1.9838686920406077,1.0175959647001498,0.6192424702438741,1.3731136783774933,0.029270248438583567,2.0873116753537007,0.38916015625,-0.0159005859375,-0.6845703125,-0.5370469006510741,0.011875909826244728,1.1091780128275284,71.83837890625,-2.68974609375,-41.1376953125,0.32396844678072534,199.88155039245302,3.037564177038109,-0.6123046875,-0.99905224609375,-1.96875,-1.3065518320126297,0.027669999980287425,3.967056066735185,114.92919921875,7.496484375,-52.8564453125,1.5787229234467341,580.539297776166,-0.1940138057306986,0.228515625,-0.10587109375,-0.57470703125,-0.2319963267696895,0.015664166421693763,1.7050277515194097,66.650390625,-0.15115966796875,-72.32666015625,-0.14492797147383263,224.36244793103614,D05,SA01,False,False,26,165,53.0,False
2.649620969212184,1.7783673702845053,1.0154856999652973,0.4475656361101788,1.1500414400028514,0.022568713603123132,0.798016082687258,0.4580078125,-0.0151208984375,-0.3818359375,-0.12059634998697615,0.009710166651822493,0.6443448209638509,49.13330078125,-2.8127685546875,-58.41064453125,-0.06707604200003651,164.40670413657602,2.6022320649182644,-0.43310546875,-0.9979861328125,-1.74853515625,-1.0233884713755672,0.021503048655805074,3.160714129767622,98.14453125,7.6235595703125,-58.04443359375,1.4909673143359876,529.2367251253434,-0.354482162895704,0.375,-0.09453935546875,-0.48876953125,-0.29705306128157216,0.01742926729525249,0.73714251535446,56.884765625,0.068408203125,-49.74365234375,-0.23784242392483604,211.22625444287848,D05,SA01,False,False,26,165,53.0,False
3.703811840081804,1.925676880768733,1.0157593334558568,0.6980379672941721,1.5636758673566955,0.021449274351604136,0.7231180003818607,0.31982421875,-0.028451953125,-0.3740234375,0.12597050906147353,0.009262243139393259,0.24195049890895248,39.1845703125,-2.66622314453125,-40.22216796875,0.0017339543483850467,153.6046376475324,3.9457543145121585,-0.685546875,-0.99603720703125,-1.89990234375,-1.5218367836039914,0.020980961250376524,4.373280815595295,67.68798828125,-4.3628173828125,-117.37060546875,-1.4046194522951971,617.0863926011244,-0.6485305055649695,0.21630859375,-0.09768681640625,-0.486328125,-0.31704778229909286,0.02053661404650887,1.091816939392956,63.96484375,-0.99461669921875,-60.97412109375,0.1724042252930011,209.38776777142476,D05,SA01,False,False,26,165,53.0,False
2.7905933814207806,1.9079582814747986,1.016326157928462,0.6901991484913953,1.3046615659677925,0.023262850928261695,1.067183541448653,0.44775390625,-0.0342611328125,-0.46826171875,-0.14044995096742174,0.009300579850581627,0.396485549672013,45.2880859375,-2.89141845703125,-45.34912109375,0.03714168774231622,177.66697069204886,2.6378351446652024,-0.67138671875,-0.99664658203125,-1.8203125,-1.1719545516687773,0.02224109742830791,3.2243086783554302,68.2373046875,-4.3043212890625,-107.48291015625,-1.1372149875677653,510.87127890043627,-0.43928719775939173,0.2373046875,-0.10334052734375,-0.640625,-0.27187775153357185,0.01948808703382484,1.1875806436973928,54.74853515625,-0.84656982421875,-64.88037109375,0.20950297224927675,189.0540045184728,D05,SA01,False,False,26,165,53.0,False
6.888328118234637,2.2795486376527614,1.0154492614551975,0.6620317711826962,1.6729776661497817,0.020758014849016238,0.5627820161146966,0.3740234375,-0.02620341796875,-0.40087890625,-0.22867403770494885,0.009528342690470697,0.22073330376358813,61.58447265625,-1.9035400390625,-36.2548828125,0.2228575578220704,171.05419415370253,6.98813735643193,-0.66064453125,-0.9974353515625,-2.22607421875,-1.6120743332843488,0.01989643073798323,5.314219397421653,126.52587890625,7.323291015625,-47.119140625,1.7717932836547183,561.0729267535673,-0.8145971542326955,0.2333984375,-0.099637890625,-0.41796875,-0.18398345337992578,0.016983965247181515,1.0546384355416434,52.734375,0.0204345703125,-55.84716796875,-0.09074711644658272,184.86598143639102,D05,SA01,False,False,26,165,53.0,False
11.513981690276232,4.363915843800784,1.0537640654464426,0.01973767864395287,2.484469308220907,0.18870516459524178,17.750494565755567,1.89697265625,0.01952744140625,-1.37939453125,1.2105441026064134,0.040878085795143265,12.820050210443043,188.90380859375,-2.65389404296875,-179.443359375,0.17556414602220122,576.2685426914959,7.6245163819024055,0.41748046875,-0.99973408203125,-3.8447265625,-1.2271278248837842,0.20815003388280467,4.308985216842889,156.55517578125,7.3605712890625,-147.76611328125,1.0445544173699473,1148.6181886124834,6.7574813638072895,0.845703125,-0.1550662109375,-1.09814453125,-1.5740114570286057,0.0262179732119138,5.234041736287174,101.50146484375,0.54852294921875,-86.42578125,0.3837451126727741,397.49030369961946,D06,SA01,False,False,26,165,53.0,False
7.058876497020404,3.4513104879956757,1.0610436760841553,0.08012872353410529,1.981109937637098,0.1650455610854423,10.973305503144303,1.5244140625,0.0176224609375,-1.2939453125,0.5899797627171616,0.0402889383712848,6.527621862127732,112.9150390625,-2.54600830078125,-118.408203125,0.5729989810986151,435.0830265569923,4.723805073375963,0.47802734375,-1.00031611328125,-3.0625,-0.547304631451507,0.1946303748286183,9.398092018525979,230.95703125,7.56226806640625,-127.01416015625,2.2015599041273854,1450.384582464821,8.05497772870622,0.80126953125,-0.14825322265625,-1.4580078125,-1.5865227055667044,0.033038617270029554,5.266754200331575,100.89111328125,0.29219970703125,-89.05029296875,0.41740139162403206,436.418808466239,D06,SA01,False,False,26,165,53.0,False
6.2413451680306595,3.4598669803275195,1.0623303810474418,0.06004866851423128,1.790554385782182,0.16221822488810675,11.67675334069408,1.58642578125,0.00991103515625,-1.26953125,0.4989376126706183,0.03809408930620924,7.434924098016336,134.8876953125,-2.7335205078125,-132.50732421875,0.20431624470872406,463.3747959469623,4.462720576269852,0.6123046875,-1.0006064453125,-3.28759765625,-0.3687154714708053,0.1962841689422098,5.446019563783854,166.93115234375,7.31260986328125,-93.20068359375,1.670710308869749,1061.8495152731507,8.516348117343824,0.6318359375,-0.14912646484375,-1.26904296875,-2.083068902075852,0.03285661893096965,5.993064180199338,101.07421875,0.41053466796875,-74.462890625,0.546810529917941,357.14858733989473,D06,SA01,False,False,26,165,53.0,False
9.482804087617517,4.076356409316431,1.062468680788386,0.05900328882393774,2.268177806692085,0.15942226868953818,16.184156291392878,1.9013671875,0.028742578125,-1.57763671875,0.5002942323156756,0.04406020252649773,13.98676963121683,159.11865234375,-2.8894287109375,-235.595703125,-0.021021403462587157,472.42414953649507,5.897869895070621,0.55224609375,-1.00244794921875,-3.73681640625,-0.5174931590044444,0.18969145248985975,4.8676262712246325,142.7001953125,7.685009765625,-110.41259765625,1.3927168420458171,966.4802537414641,8.174569669580677,0.59130859375,-0.1292224609375,-1.3671875,-1.962446932566469,0.03210512713119253,5.471367080055603,121.7041015625,0.22938232421875,-82.8857421875,0.23521850915128276,350.70452108371137,D06,SA01,False,False,26,165,53.0,False
10.43314551265112,4.1353087070827925,1.0617846668920214,0.05440338446242841,2.50337916922514,0.1756096887706086,17.345885781163766,1.82177734375,0.014113671875,-1.42626953125,0.9412671863635137,0.04165304671407915,9.628429732354505,150.81787109375,-3.0860595703125,-131.7138671875,0.7143567870501332,541.445042063866,6.908586883041855,0.64453125,-0.999230859375,-3.59130859375,-0.937460878898915,0.19818118056503148,4.261478777241325,145.20263671875,7.3619873046875,-105.65185546875,1.3400426458167978,1130.7335484091059,7.781044151910728,0.8310546875,-0.16240966796875,-1.35205078125,-1.5594352464185306,0.03814420777694014,5.100628509236603,89.05029296875,0.25009765625,-104.1259765625,0.09343125224053928,379.0661731155473,D06,SA01,False,False,26,165,53.0,False
4.744177994106993,1.1344695501095357,1.005743805884362,0.8871503275426649,1.0227909892831588,0.0009407679364485018,0.26607657797747786,0.06884765625,0.007249552408854167,-0.06982421875,-0.5989762195713195,0.0004965680476955626,3.0607636959136486,34.1796875,-3.132298787434896,-55.2978515625,-0.6370416228043438,195.3372876679405,3.9808411065409577,-0.86962890625,-0.9920945231119792,-1.11474609375,-0.34922486737504776,0.0008697976843009182,2.8733193837138615,12.20703125,1.4089202880859375,-10.07080078125,0.33034621272468095,7.756163359151104,-0.8501701927178877,0.24365234375,0.004805908203125,-0.3779296875,-0.36114938644173505,0.026779145036155156,5.411086814265506,7.080078125,-0.3306070963541667,-7.01904296875,-0.018788914108028423,2.8525060773873077,D07,SA01,False,False,26,165,53.0,False
